,establishment,establishment_code
11733,telus international ,6105
11735,ppl developers consultancy ,4820
11742,university of cebu ,6482
11743,primus @ knowledge specialists inc.,4847
11745,pointwest healthcare,4794
11753,universal management technique corp.,6466
11760,axsesstoday,709
11761,"nowcom global services, llc",4277
11762,share wealth systems,5431
11764,hitachi,2741
11767,st. peter life plan,5754
11771,cosmos bottling corporation,1439
11772,coca bottlers philippines,1284
11776,wheeltek motor sales corporation ,6742
11777,startek ,5791
11781,occidental mindoro provincial hospital ,4307
11782,dr. jesus c. delgado memorial hospital ,1808
11783,veterans memorial medical center ,6618
11784,mercury drug corp. ,3819
11790,digitel philippines,1737
11798,stream energy - start up,5852
11799,fortune general insurance corporation,2332
11801,aman sinaya management services,400
11802,plakriti recyclenn,4757
11803,thermax limited,6212
11804,kineco pvt ltd,3350
11805,thermax,6211
11815,"mindlin consulting group, inc",3896
11816,"virtify, inc.",6637
11818,mindoro state college of agriculture and technologies,3897
11819,iatec computer college,2851
11822,conduent ,1390
11842,interglobe enterprises,3088
11846,iopex technologies ,3116
11847,isentia ,3143
11848,"puzzlebox bpo, inc. ",4936
11849,"menatro online english tutorial inc., ",3803
11851,"diamond laboratories, inc.",1690
11852,kabraso multi-purpose cooperative ,3299
11853,fulrubell corporation,2403
11862,"ibm global process services, inc.",2873
11863,advanced contact solutions,236
11867,queen margaret hotel,4970
11871,experts consulting ,2169
11872,onecore consultancy inc. ,4358
11874,fishr.net consulting ,2283
11875,delaware philippines ,1595
11876,investment and capital corporation of the philippines,3108
11878,deutsche knowledge services pte. ltd.,1670
11881,krisp systems ,3381
11887,cognizant philippines ,1312
11888,colegio san juan de letran,1331
11889,mol magsaysay maritime academy,3940
11892,prulife uk ,4896
11893,"crawford & company broadspire philippines, inc ",1455
11894,"crawford & company broadspire philippines, inc. ",1456
11902,tsi - a transworld systems company,6376
11905,mighty corporation,3886
11908,isupport worldwide ,3159
11910,"information professionals, inc. ",2989
11911,genie technologies inc. (genietech) ,2464
11912,myservice and support corporation ,4030
11916,vss i.t. development ,6677
11917,vmware,6660
11919,gatewaysys information technology solutions ,2433
11920,astoria hotels and resorts ,622
11921,collabera philippines ,1338
11922,ialgorithm solutions ,2850
11923,h2 software consulting services inc. ,2637
11924,"manulife data services, inc. ",3672
11926,graphic works company ,2599
11929,peregrine eye and laser institute,4556
11930,tradeworx marketing international inc.,6308
11931,andoks litson corporation,451
11939,toy jaeger,6279
11940,the sunglass doctor,6201
11946,"berkley international, family first",862
11955,peoplesupport,4540
11958,magis academy,3599
11963,citigroup inc,1229
11964,micro-d int'l,3874
11965,lanz net shop,3434
11966,pldt co. sogmmcnet,4768
11967,"cognizant technology solutions, inc. ",1322
11968,the minacs group,6180
11972,mindgym philippines,3895
11977,jxm technology solutions inc. ,3294
11990,ascend info visual conversion services,549
11998,dlsu-d junior marketing association,1777
12000,marketing and advertising program council,3694
12004,salesworks philippines ,5235
12007,axa,698
12013,oberthur technologies,4304
12015,ncr corporation ,4080
12017,legato health technologies ,3457
12018,wns global services sa ,6800
12027,novacitynets ,4265
12030,"people4u, inc. philippines",4537
12038,lloyd laboratories inc.,3516
12040,regus,5061
12042,perimeter e-security,4559
12057,cebu city government,1094
12071,"optum global solutions, inc.",4387
12072,convergys philippines inc.,1419
12075,accenture inc,144
12077,splendigs construction services,5722
12078,bea & jorge salon and spa,834
12079,"royale business club international, inc.",5189
12080,dfs pharmacy & medical supplies,1681
12081,generika drugstore,2458
12083,rtp pharmacy ,5196
12085,pointwest ,4793
12086,movent inc. ,3976
12092,every nation philippines ,2139
12093,golden prism ,2564
12095,"stratpoint technologies, inc. ",5848
12096,mylegalwhiz,4026
12098,solutions exchange inc ,5664
12104,hammerjack,2643
12116,china online innovations incorporated,1177
12117,atos information technology inc. (formerly siemens it solutions and services),659
12119,siemens it solutions and services inc. ,5503
12124,asian center for foreign languages,576
12125,"nga human resources, an alight company",4215
12129,shine lawyers ltd,5485
12130,technidata asia,6057
12131,tech system infosource inc,6052
12138,sciforma ,5342
12143,teleperformance philippines fhcs,6083
12144,citigroup business process solutions pte. ltd. (cbps),1228
12146,vision-x inc.,6641
12155,advanfort,242
12156,vanafi ventures inc.,6583
12157,re:source partners,5032
12158,first data corp,2258
12159,aig business processing services,297
12161,xerox,6846
12162,sabre airline solutions,5216
12163,sandstone technology,5283
12166,west contact services,6729
12174,"hinduja global solutions inc.,",2734
12184,prime outsourcing ,4842
12189,alecto general technology corporation,332
12194,exl ,2149
12203,"infomax systems solutions and services, inc. ",2976
12205,the tausug cookbook ,6204
12207,xtelent outsourcing,6856
12208,"trace international, inc.",6307
12212,saudi oger ltd.,5316
12218,system renovation inc.,5986
12234,art cirle gallery,530
12238,wipro limited,6782
12240,wipro technologies,6784
12242,lucas tvs ,3543
12243,delphi automotive systems,1612
12244,sona koyo steering systems ltd,5673
12249,amadeus,397
12254,"teledevelopment services, inc.",6074
12257,saudi aramco total refining and petrochemical company (satorp),5315
12258,reedley international school,5054
12259,laguna bel air school,3408
12260,brent international school manila,949
12261,"department of foreign affairs, philippines",1638
12263,grace christian high school,2594
12264,our lord's grace montessori,4419
12268,american express,414
12281,infosys ltd ,3001
12289,ceva logistics ,1128
12292,"ikon solutions asia, inc.",2925
12295,s2w media ,5213
12296,ziff davis ,6912
12298,vivere suites ,6653
12299,le coeur de france ,3450
12304,"kforce global solutions, inc",3340
12308,asia cargo container lines inc,557
12309,kargo bayan inc,3314
12310,aspac international airfreight inc,604
12311,mercury freight internation inc,3821
12312,sti caloocan ,5825
12322,outsource accelerator ,4420
12323,juanify ,3282
12324,scaleup solutions ,5328
12325,mount rushmore academy of laguna ,3974
12326,discovery house montessori ,1752
12329,css corp ,1480
12332,clientlogic ,1258
12333,"ionics-ems inc., ",3112
12335,archax ,512
12337,firstmac ,2275
12342,youphoric labs inc,6885
12343,shoephoric.com ,5489
12344,geeksmnl inc ,2449
12345,appstart academy ,487
12347,cocolife (united coconut planters life assurance corporation) ,1303
12359,[24]7 customer philippines,56
12361,advance contact solutions,234
12365,bureau of fire protection,973
12366,datasoft logic,1545
12367,ateneo de davao university,636
12368,afterfivetechnologies,265
12369,holy cross of bansalan college,2758
12389,renditiondigital international ltd,5074
12390,lotuslabs inc,3533
12391,fifth leg data production inc,2232
12392,yondu it solutions,6878
12393,entertainment gateway group,2041
12397,hays business solutions,2665
12398,hewitt associates,2702
12399,metlife gosc,3833
12404,"curo teknika, inc. ",1488
12405,"international design services, inc. ",3094
12407,7th media digital studios,52
12411,madewithh3art (cake in a jar),3575
12419,ibex it business experts,2855
12420,maxicare healthcare corporation,3718
12422,"sykes enterprises, incorporated ",5964
12425,netsuite,4186
12427,first advantage philippines inc,2256
12428,hsbc global service center,2810
12429,sykes asia,5952
12430,"customer contact center, inc",1491
12431,"watson wyatt worldwide philippines, inc",6695
12433,islacommunications company,3149
12436,job and esther technologies,3234
12437,rigelnet software development and design,5110
12438,axiomxcell,707
12450,knopper pharmacy ,3359
12464,erni,2081
12466,nimbyx,4231
12467,amado group corporation,398
12468,xerox business services,6847
12469,hypercom / verifone,2831
12470,accenture / avanade,138
12471,corporate fusion inc - amado group,1433
12472,project based,4872
12474,arch global services (philippines) inc.,510
12479,"medicall philippines, inc. ",3773
12480,"value care health systems, inc. ",6580
12483,regus ,5062
12484,teleperformance phils. inc. ,6084
12488,client logic phils. inc. (formerly contact world inc.),1256
12490,eastern telecoms phils. inc.,1875
12500,adamson university,213
12508,business trends kelly-aggreko,987
12509,metrostar realty,3866
12510,greenterrafirma,2613
12511,"ibm solutions delivery co., ltd.",2884
12512,kyttas personnnel - ibm solutions delivery,3392
12515,c.f. sharp crew management inc.,994
12517,"kmc solutions, inc.",3357
12521,diversify intelligent staffing solutions,1757
12538,jollibee group of companies,3257
12544,arvato bertelsmann digital services,542
12547,sawarabisou,5321
12551,"backend solutions and technologies, inc. ",731
12553,tripleone technology ,6354
12557,dynamic business outsourcing solutions (dbos offshore staffing) ,1838
12559,ibm business services inc. ,2862
12560,stefanini philippines inc. ,5803
12561,rainmaker asia inc. ,4995
12562,"on semiconductor philippines inc., ",4344
12565,tech llama ,6048
12566,ascendware ,550
12567,"anomaly studios, llc ",455
12568,oppo,4373
12571,tdcx,6038
12574,infinity support,2964
12581,callworx,1010
12582,e-pac global services,1850
12587,"cybernet slashsupport philippines, inc.",1500
12595,"beeline/npax systems and consulting, inc.",838
12598,pantomina software development ,4470
12600,barhead solutions ,786
12601,"public safety savings and loan association, inc. (psslai) ",4916
12616,sonak corporation,5674
12617,wilserv multipurpose cooperative,6768
12618,all management group food services corp.,339
12619,leslie foods corporation,3464
12620,tru-flex sports surfacing corp.,6367
12622,troo ,6361
12624,advent it solutions inc. ,245
12625,amdocs ,410
12627,footsteps learning center inc. philippines ,2314
12628,volenday,6666
12629,theorem global,6207
12630,coats plc,1281
12631,"infomax systems solutions and services, inc.",2975
12640,duzon e&h ,1827
12657,"hizon laboratories, inc.",2746
12659,federal land inc,2214
12660,stream global service,5853
12666,reliasourcing inc. ,5065
12667,the english playgroup and primary group educational company ,6157
12671,roberts automotive and industrial parts manufacturing corp.,5139
12673,mitchell martin inc.,3919
12674,response international,5092
12676,google,2572
12677,ibm daksh business process services phils. inc.,2866
12692,mano po chronic care,3653
12702,wipro ,6774
12703,cognizant technology solutions us corporation ,1321
12704,wipro bpo philippines ltd,6776
12709,travelmall ph ,6326
12712,carlson wagonlit travel ,1057
12716,vertex customer india pvt ltd,6608
12718,essilor shared services philippines inc.,2098
12719,transitflix,6318
12725,barangay 94 zone 11 ,781
12727,verto network solutions inc. ,6612
12742,"phyxsius solutions, inc",4727
12744,nexus industrial prime solutions corp.,4209
12745,shoketsu smc corporation,5490
12746,microwarehouse inc.,3885
12761,working in cognizant technology solutions private limited,6809
12763,sitel phil ,5533
12766,"tenfly network co., ltd. ",6114
12767,accuity ,171
12768,whitesky labs ,6747
12769,"kforce global solutions, inc. ",3342
12770,twist resources ,6395
12771,raj technologies inc. ,4996
12775,social rundown ,5626
12782,solutions exchange inc.,5665
12789,east west contact solutions ,1868
12793,asialink finance corporation ,572
12794,datawatch corporation ,1547
12797,philippine institute of chemical engineers inc. ,4657
12801,"it managers, inc.",3168
12802,verdantpoint development corporation,6598
12808,south sea dev't corp.,5685
12811,altisource,382
12815,intelenet global services ,3074
12818,electronic arts (ea),1924
12819,kog games inc.,3362
12825,resultscx ,5094
12826,target ,6027
12828,volenday ,6667
12833,iopex technologies philippines inc. ,3118
12840,offshore team ,4319
12846,neeyamo enterprise solutions,4089
12847,datamex institute of computer and technology,1543
12848,j.g.g internet cafe,3188
12852,social clan-social multi-media,5625
12853,generation digital,2457
12855,londa online technologies inc.,3529
12856,equitable computer services inc,2072
12858,full potential solutions ,2401
12860,ibex global ,2854
12862,dibz ,1692
12865,spi global crm inc. (formerly e- pldt ventus ),5713
12876,welspun group,6721
12877,moji furniture works,3939
12880,clickplay sportsgame corp.,1255
12882,philippine center for post harvest development of mechanization,4627
12883,danalex corporation,1531
12885,simplus private limited ,5520
12886,nexus gaming tv,4208
12887,upraxis global limited,6544
12888,accucom philippines,170
12889,jeclr incorporated,3209
12890,"innovantage, inc.",3021
12891,dynamic objx,1839
12892,mobilemo i,3935
12893,grand prix ltd pty,2598
12894,msp inc.,3996
12901,eteam,2105
12903,optiserve technologies inc,4383
12905,lafarge,3404
12906,getronics,2477
12912,strategitel,5844
12914,svi-connect,5936
12916,novare technologies ,4267
12917,aeon credit service (philippines) inc. ,255
12924,the medical city ,6178
12926,quirino memorial medical center ,4981
12935,reps & co. ,5076
